latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
67.59182,83.24266,323.2,0.74,0.76,2026-01-30,01:04,N21,nominal,2.0NRT,243.27,7.08,N
67.54517,83.19579,328.93,0.75,0.77,2026-01-30,01:04,N21,nominal,2.0NRT,244.23,5.8,N
67.28258,83.02851,340.8,0.77,0.78,2026-01-30,01:04,N21,nominal,2.0NRT,243.03,14.92,N
68.41194,83.62473,337.52,0.65,0.73,2026-01-30,01:04,N21,nominal,2.0NRT,242.75,12.09,N
67.70898,81.25219,330.73,0.71,0.75,2026-01-30,01:04,N21,nominal,2.0NRT,243.02,6.53,N
67.71215,81.246,320.94,0.71,0.75,2026-01-30,01:04,N21,nominal,2.0NRT,242.3,6.02,N
71.71548,71.5286,367,0.32,0.55,2026-01-30,01:04,N21,high,2.0NRT,255.89,18.87,N
71.25519,72.06434,332.01,0.35,0.57,2026-01-30,01:04,N21,nominal,2.0NRT,242.81,2.08,N
68.41654,83.62841,327.93,0.65,0.73,2026-01-30,01:04,N21,nominal,2.0NRT,241.83,11.04,N
67.54665,83.21394,353.98,0.75,0.77,2026-01-30,01:04,N21,nominal,2.0NRT,252.86,52.52,N
67.83771,58.93115,320.92,0.4,0.6,2026-01-30,01:06,N21,nominal,2.0NRT,237.48,2,N
71.2335,66.92271,335.19,0.62,0.54,2026-01-30,01:06,N21,nominal,2.0NRT,242.34,8.54,N
66.19788,70.99313,345.71,0.72,0.76,2026-01-30,01:06,N21,nominal,2.0NRT,238.82,10.59,N
68.59981,57.98129,335.91,0.35,0.56,2026-01-30,01:06,N21,nominal,2.0NRT,243.09,3.51,N
71.23393,66.91648,338.02,0.62,0.54,2026-01-30,01:06,N21,nominal,2.0NRT,242.74,8.65,N
59.12929,37.79629,334,0.36,0.58,2026-01-30,01:11,N21,nominal,2.0NRT,254.69,6.52,N
49.27678,6.78362,311.83,0.52,0.42,2026-01-30,01:13,N21,nominal,2.0NRT,271.35,1.38,N
