latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
68.68992,109.58929,330.08,0.62,0.72,2026-08-07,00:52,N,nominal,2.0NRT,288.73,10.88,D
68.65694,109.44323,325.07,0.63,0.72,2026-08-07,00:52,N,nominal,2.0NRT,286.31,4.08,D
68.6694,109.63673,335.33,0.62,0.72,2026-08-07,00:52,N,nominal,2.0NRT,287.45,10.9,D
68.32718,102.25426,338.47,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,287.26,10.86,D
68.36645,102.23809,342.86,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.67,15.75,D
68.34697,102.23672,327.76,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.48,7.39,D
68.34058,102.23627,330.76,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.14,7.39,D
68.3276,102.23534,326.72,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,284.13,10.86,D
68.37834,101.55465,327.99,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.33,10.95,D
68.38037,101.55572,330.82,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.53,15.37,D
68.36135,101.49803,325.43,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,287.99,15.61,D
68.02957,100.78951,330.92,0.72,0.75,2026-08-07,00:54,N,nominal,2.0NRT,285.31,14.81,D
68.02793,100.79377,333.58,0.72,0.75,2026-08-07,00:54,N,nominal,2.0NRT,286.38,9.81,D
68.02139,100.7747,329.99,0.72,0.75,2026-08-07,00:54,N,nominal,2.0NRT,285.61,9.81,D
68.30322,102.28865,330.46,0.69,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.57,9.36,D
68.29723,102.28813,334.24,0.69,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.35,13.85,D
68.36862,102.23756,326.95,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,284.6,8.36,D
68.32948,102.25305,345.78,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,286.65,16.56,D
68.32297,102.25247,325.98,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.55,11.97,D
68.36227,102.23701,332.77,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.22,10.26,D
68.3428,102.23528,325.98,0.68,0.74,2026-08-07,00:54,N,nominal,2.0NRT,285.15,9.49,D
68.41678,83.63254,326.92,0.59,0.7,2026-08-07,00:56,N,nominal,2.0NRT,281.68,6.49,D
67.27682,83.21362,327,0.69,0.74,2026-08-07,00:56,N,nominal,2.0NRT,281.46,6.55,D
67.2739,83.21552,338.85,0.69,0.74,2026-08-07,00:56,N,nominal,2.0NRT,281.54,3.72,D
67.54237,83.21029,342.63,0.67,0.73,2026-08-07,00:56,N,nominal,2.0NRT,282.05,38.41,D
67.54836,83.20543,367,0.67,0.73,2026-08-07,00:56,N,high,2.0NRT,290.32,75.52,D
67.54952,83.20641,356.8,0.67,0.73,2026-08-07,00:56,N,low,2.0NRT,289.38,75.6,D
67.54353,83.21115,340.68,0.67,0.73,2026-08-07,00:56,N,nominal,2.0NRT,281.71,40.59,D
67.78931,83.4956,327.67,0.65,0.73,2026-08-07,00:56,N,nominal,2.0NRT,281.27,2.97,D
68.39039,83.58135,337.77,0.59,0.7,2026-08-07,00:56,N,nominal,2.0NRT,280.97,4.83,D
68.41246,83.61962,339.87,0.59,0.7,2026-08-07,00:56,N,nominal,2.0NRT,280.37,6.45,D
52.55776,39.59695,305.14,0.52,0.66,2026-08-07,01:02,N,nominal,2.0NRT,289.14,1.69,N
52.54829,39.64327,315.18,0.52,0.67,2026-08-07,01:02,N,nominal,2.0NRT,288.66,1.93,N
58.38403,13.82662,295.5,0.56,0.43,2026-08-07,01:02,N,nominal,2.0NRT,283.96,1.06,N
52.55819,39.61589,315.91,0.52,0.67,2026-08-07,01:02,N,nominal,2.0NRT,289.04,2.84,N
52.5631,39.60227,302.45,0.52,0.66,2026-08-07,01:02,N,nominal,2.0NRT,288.66,1.69,N
52.56277,39.70398,304.87,0.52,0.67,2026-08-07,01:02,N,nominal,2.0NRT,288.94,1.76,N
59.14871,37.84177,306.71,0.51,0.5,2026-08-07,01:02,N,nominal,2.0NRT,287.87,3.58,N
59.14637,37.84974,304.11,0.51,0.5,2026-08-07,01:02,N,nominal,2.0NRT,286.96,3.17,N
56.05016,45.85625,323.76,0.6,0.7,2026-08-07,01:02,N,nominal,2.0NRT,283.37,3.06,N
56.04478,45.84936,301.72,0.6,0.7,2026-08-07,01:02,N,nominal,2.0NRT,283.33,1.3,N
61.02993,28.17723,300.31,0.4,0.37,2026-08-07,01:02,N,nominal,2.0NRT,285.7,0.44,N
