latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.41151,-155.2697,344.13,0.44,0.62,2026-08-02,00:28,N,nominal,2.0NRT,316.48,13.58,D
19.40405,-155.28625,349.64,0.44,0.62,2026-08-02,00:28,N,low,2.0NRT,322.7,14.37,D
19.40446,-155.28197,348.58,0.44,0.62,2026-08-02,00:28,N,low,2.0NRT,320.45,15.34,D
19.40528,-155.27341,367,0.44,0.62,2026-08-02,00:28,N,high,2.0NRT,325.44,14.45,D
19.40569,-155.2692,344.73,0.44,0.62,2026-08-02,00:28,N,nominal,2.0NRT,317.61,14.45,D
19.40488,-155.27766,349.01,0.44,0.62,2026-08-02,00:28,N,nominal,2.0NRT,319.06,15.34,D
64.85554,177.87509,367,0.4,0.37,2026-08-02,00:39,N,high,2.0NRT,299.9,11.65,D
64.8588,177.87268,340.07,0.4,0.37,2026-08-02,00:39,N,nominal,2.0NRT,292.56,3.84,D
64.84901,177.87997,330.14,0.4,0.37,2026-08-02,00:39,N,nominal,2.0NRT,297.5,5.05,D
64.85228,177.87753,340.69,0.4,0.37,2026-08-02,00:39,N,nominal,2.0NRT,298.11,11.65,D
64.85116,177.86943,333.87,0.4,0.37,2026-08-02,00:39,N,nominal,2.0NRT,295.8,5.56,D
64.85441,177.86696,345.28,0.4,0.37,2026-08-02,00:39,N,nominal,2.0NRT,296.65,5.56,D
68.60582,155.46706,334.32,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,291.07,12.84,D
68.60581,155.43167,329.54,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.17,6.54,D
68.65311,155.57825,335.38,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,300.69,20.47,D
68.64997,155.56729,355.12,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,293.62,20.47,D
68.65935,155.58229,343.76,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,290.08,8.32,D
68.65624,155.57146,328.85,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,284.86,20.47,D
68.6531,155.56052,338.1,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.96,20.47,D
68.66248,155.5755,345.8,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,287.94,45.09,D
68.65936,155.56464,341.39,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,285.72,56.24,D
68.65622,155.5537,332.1,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.65,56.24,D
68.65309,155.54277,339.73,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,289.6,10.85,D
68.65621,155.53595,338.21,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,291.56,10.85,D
68.64677,155.50304,336.92,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,285.63,18.63,D
68.64361,155.49205,332.43,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,285.58,10.55,D
68.6656,155.55101,338.24,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,303.85,128.34,D
68.6151,155.35768,346.4,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.81,7.64,D
68.61826,155.35088,343.69,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.92,18.15,D
68.61507,155.33986,334.57,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,291.11,23.47,D
68.61189,155.32881,335.98,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,296.61,23.47,D
68.61221,155.52451,347.04,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,293.74,9.73,D
68.63116,155.59023,343.11,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,289.08,12.21,D
68.6343,155.60118,329.67,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,290.5,7.7,D
68.60593,155.53802,330.73,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.06,4.06,D
68.63431,155.65413,340.39,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,286.06,12.96,D
68.63741,155.66492,329.17,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,285.19,5.31,D
68.62804,155.65001,327.8,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.58,7.84,D
68.63117,155.6609,348,0.55,0.43,2026-08-02,00:41,N,nominal,2.0NRT,293.15,7.84,D
68.60867,155.31769,343.55,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,286.93,6.07,D
68.49782,157.18095,333.63,0.53,0.42,2026-08-02,00:41,N,nominal,2.0NRT,291.25,4.55,D
68.60901,155.47809,342.78,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,290.3,8.13,D
68.57718,155.38588,325.06,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.67,7.98,D
68.60587,155.48488,332.94,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,290.27,8.13,D
68.60902,155.49579,342.89,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.68,8.13,D
68.60906,155.5136,337.85,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,287.92,9.73,D
68.58353,155.37242,329.06,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,286.13,4.43,D
68.58672,155.38342,331.15,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,285.69,6.68,D
68.60896,155.46027,325.07,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,287.38,11.47,D
68.61215,155.47131,336.22,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,285.69,11.09,D
68.61532,155.48225,335.53,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,288.36,11.09,D
68.58035,155.37912,353.5,0.56,0.43,2026-08-02,00:41,N,nominal,2.0NRT,292.63,7.98,D
68.49788,157.18704,344.29,0.53,0.42,2026-08-02,00:41,N,nominal,2.0NRT,292.48,8.24,D
68.43848,157.09425,325.82,0.53,0.42,2026-08-02,00:41,N,nominal,2.0NRT,287.56,4.86,D
68.42654,157.0686,347.1,0.53,0.42,2026-08-02,00:41,N,nominal,2.0NRT,290.4,9.03,D
68.42949,157.07932,347.6,0.53,0.42,2026-08-02,00:41,N,nominal,2.0NRT,291.92,9.03,D
