latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-18.9694,-46.92297,330.14,2.33,1.48,2025-08-23,00:07,T,100,6.1NRT,287.26,106.16,N
-22.9015,-43.73676,305.65,1.54,1.22,2025-08-23,00:07,T,39,6.1NRT,293.94,10.61,N
-18.97169,-46.94439,303.79,2.34,1.48,2025-08-23,00:07,T,57,6.1NRT,285.7,24.54,N
-18.30114,-45.5419,309.81,1.79,1.31,2025-08-23,00:07,T,78,6.1NRT,290.01,22.31,N
-23.49368,-46.00294,306.66,2.29,1.46,2025-08-23,00:07,T,69,6.1NRT,290.02,26.14,N
-20.53911,-43.7651,300.73,1.44,1.19,2025-08-23,00:07,T,27,6.1NRT,287.78,8.98,N
-18.2698,-45.57916,309.99,1.8,1.32,2025-08-23,00:07,T,21,6.1NRT,288.52,20.58,N
-18.27371,-45.58423,307.22,1.8,1.32,2025-08-23,00:07,T,66,6.1NRT,288.49,18.21,N
-20.87967,-42.54082,318.2,1.23,1.1,2025-08-23,00:07,T,96,6.1NRT,287.92,23.53,N
-18.26013,-45.56893,304.09,1.8,1.31,2025-08-23,00:07,T,28,6.1NRT,290.01,13.53,N
-20.16439,-41.50241,301.5,1.08,1.04,2025-08-23,00:07,T,42,6.1NRT,287.43,6.96,N
-17.82833,-44.41034,306.41,1.46,1.2,2025-08-23,00:07,T,68,6.1NRT,288.5,13.46,N
-20.39162,-45.60713,312.12,1.94,1.36,2025-08-23,00:07,T,84,6.1NRT,287.98,31.75,N
-23.10398,-46.80448,304.12,2.6,1.55,2025-08-23,00:07,T,59,6.1NRT,290.58,26.02,N
-18.11095,-47.92696,300.62,2.71,1.58,2025-08-23,00:07,T,31,6.1NRT,286.81,22.47,N
-22.17805,-43.28625,311.59,1.41,1.17,2025-08-23,00:07,T,83,6.1NRT,291.43,17.67,N
-18.06415,-47.88202,300.59,2.69,1.57,2025-08-23,00:07,T,30,6.1NRT,287.51,22.91,N
-20.86998,-42.54274,338.33,1.23,1.1,2025-08-23,00:07,T,100,6.1NRT,288.28,57.47,N
-9.45243,-47.65749,351.14,1.93,1.36,2025-08-23,00:09,T,100,6.1NRT,297.12,166.08,N
-9.43831,-47.64193,309.82,1.92,1.35,2025-08-23,00:09,T,78,6.1NRT,293.79,21.44,N
-9.44046,-47.65911,334.64,1.93,1.36,2025-08-23,00:09,T,100,6.1NRT,295.6,88.98,N
-7.00657,-35.15972,304.08,2.7,1.57,2025-08-23,00:09,T,58,6.1NRT,290.89,25.29,N
-8.54301,-48.84477,300.24,2.32,1.47,2025-08-23,00:09,T,22,6.1NRT,284.43,14.74,N
-8.54488,-48.85118,300.53,2.32,1.47,2025-08-23,00:09,T,8,6.1NRT,284.25,14.65,N
-8.30372,-47.27015,303.06,1.73,1.29,2025-08-23,00:09,T,38,6.1NRT,289.21,10.37,N
-7.60798,-44.37845,306.14,1.11,1.05,2025-08-23,00:09,T,64,6.1NRT,295.47,5.41,N
-7.63946,-45.2375,308.94,1.22,1.1,2025-08-23,00:09,T,35,6.1NRT,294.02,9.2,N
-7.62976,-45.23889,328.59,1.22,1.1,2025-08-23,00:09,T,100,6.1NRT,295.28,33.51,N
-7.65119,-46.27316,306.45,1.43,1.18,2025-08-23,00:09,T,36,6.1NRT,296.3,8.86,N
-7.65284,-46.28612,308.75,1.43,1.18,2025-08-23,00:09,T,70,6.1NRT,295.4,12.13,N
-7.46988,-44.90695,307.04,1.17,1.08,2025-08-23,00:09,T,35,6.1NRT,296.53,7.13,N
-7.64518,-46.28033,313.65,1.43,1.18,2025-08-23,00:09,T,80,6.1NRT,296.2,16.67,N
-7.26463,-43.67466,310.81,1.04,1.02,2025-08-23,00:09,T,78,6.1NRT,298.37,6.27,N
-7.60512,-46.29861,305.75,1.43,1.18,2025-08-23,00:09,T,58,6.1NRT,295.52,7.21,N
-7.03276,-42.12439,309.86,1.01,1,2025-08-23,00:09,T,74,6.1NRT,296.73,6.58,N
-7.43726,-45.41669,312.98,1.25,1.11,2025-08-23,00:09,T,86,6.1NRT,295.22,14.48,N
-7.31077,-44.55396,310.14,1.12,1.05,2025-08-23,00:09,T,73,6.1NRT,296.95,7.66,N
-7.42747,-45.41804,306.58,1.25,1.11,2025-08-23,00:09,T,69,6.1NRT,295.11,8.37,N
-7.30148,-44.55532,307.84,1.12,1.05,2025-08-23,00:09,T,68,6.1NRT,297.32,5.49,N
-7.13849,-44.16965,321.17,1.07,1.03,2025-08-23,00:09,T,100,6.1NRT,298.11,17.22,N
-7.08678,-44.06123,307.5,1.06,1.03,2025-08-23,00:09,T,68,6.1NRT,297.37,4.37,N
-7.07906,-44.06828,310.74,1.06,1.03,2025-08-23,00:09,T,79,6.1NRT,298.07,7.09,N
-7.22023,-45.17253,311.28,1.2,1.09,2025-08-23,00:09,T,82,6.1NRT,294.91,11.47,N
-7.21968,-45.31431,318.13,1.22,1.1,2025-08-23,00:09,T,96,6.1NRT,295.06,19.67,N
-7.20852,-45.30478,313.19,1.22,1.1,2025-08-23,00:09,T,87,6.1NRT,294.68,13.73,N
-7.20997,-45.31557,350.95,1.22,1.1,2025-08-23,00:09,T,100,6.1NRT,295.9,84.52,N
-6.98183,-44.03084,310.01,1.06,1.03,2025-08-23,00:09,T,77,6.1NRT,296.98,7.36,N
-6.98311,-44.0402,307.7,1.06,1.03,2025-08-23,00:09,T,69,6.1NRT,296.92,5.62,N
-7.02753,-44.64142,326.77,1.12,1.06,2025-08-23,00:09,T,98,6.1NRT,289.03,31.58,N
-7.02887,-44.65133,317.51,1.12,1.06,2025-08-23,00:09,T,81,6.1NRT,287.55,19.67,N
-6.94229,-44.28692,306.48,1.08,1.04,2025-08-23,00:09,T,33,6.1NRT,294.79,6.43,N
-7.40474,-48.1105,306.94,1.95,1.36,2025-08-23,00:09,T,70,6.1NRT,294.84,16.69,N
-6.43417,-41.21241,306.93,1.06,1.03,2025-08-23,00:09,T,66,6.1NRT,295.35,5.58,N
-6.4355,-41.22175,315.78,1.06,1.03,2025-08-23,00:09,T,91,6.1NRT,296.23,12.71,N
-6.71122,-43.19381,311.47,1.01,1,2025-08-23,00:09,T,33,6.1NRT,297.62,6.54,N
-6.42375,-41.20434,320.98,1.06,1.03,2025-08-23,00:09,T,100,6.1NRT,295.62,17.75,N
-6.42509,-41.21373,402.64,1.06,1.03,2025-08-23,00:09,T,100,6.1NRT,305.6,291.96,N
-6.42643,-41.22307,407.52,1.06,1.03,2025-08-23,00:09,T,100,6.1NRT,305.26,326.43,N
-6.41467,-41.20564,313.21,1.06,1.03,2025-08-23,00:09,T,85,6.1NRT,295.27,10.21,N
-6.41602,-41.21507,358.23,1.06,1.03,2025-08-23,00:09,T,100,6.1NRT,297.2,86.41,N
-16.50322,-46.7389,301.17,2.08,1.4,2025-08-23,00:09,T,26,6.1NRT,290.72,13.5,N
-6.41735,-41.22441,314.09,1.06,1.03,2025-08-23,00:09,T,87,6.1NRT,296.09,10.58,N
-15.904,-42.3046,308.01,1.07,1.03,2025-08-23,00:09,T,73,6.1NRT,289.36,9.95,N
-5.90092,-37.81836,307.65,1.74,1.29,2025-08-23,00:09,T,71,6.1NRT,295.74,11.59,N
-15.70639,-41.92294,301.63,1.04,1.02,2025-08-23,00:09,T,43,6.1NRT,288,5.96,N
-6.57345,-42.99327,312.78,1,1,2025-08-23,00:09,T,46,6.1NRT,296.89,10.25,N
-15.70766,-41.93241,306.64,1.04,1.02,2025-08-23,00:09,T,69,6.1NRT,287.15,9.15,N
-6.78881,-44.99024,316.01,1.16,1.07,2025-08-23,00:09,T,92,6.1NRT,295.01,15.67,N
-15.96444,-43.8992,305.46,1.28,1.12,2025-08-23,00:09,T,64,6.1NRT,291.77,9.54,N
-6.79018,-45.00053,312.58,1.16,1.07,2025-08-23,00:09,T,85,6.1NRT,294.19,12.18,N
-15.52787,-41.68631,303.14,1.02,1.01,2025-08-23,00:09,T,43,6.1NRT,289.04,6.09,N
-6.50553,-42.97272,308.89,1,1,2025-08-23,00:09,T,42,6.1NRT,294.69,6.04,N
-15.55722,-42.68012,319.8,1.1,1.05,2025-08-23,00:09,T,99,6.1NRT,288.73,21.99,N
-15.05423,-48.47134,316.79,2.71,1.58,2025-08-23,00:09,T,94,6.1NRT,289.29,63.93,N
-15.55853,-42.69035,309.99,1.1,1.05,2025-08-23,00:09,T,79,6.1NRT,289,12.55,N
-7.18309,-48.42499,309.41,2.04,1.39,2025-08-23,00:09,T,77,6.1NRT,292.58,26.19,N
-15.19582,-48.2247,325.71,2.61,1.55,2025-08-23,00:09,T,100,6.1NRT,289.32,96.76,N
-6.61101,-44.56315,369.34,1.1,1.05,2025-08-23,00:09,T,100,6.1NRT,298.53,128.91,N
-15.19824,-48.24799,311.48,2.62,1.55,2025-08-23,00:09,T,83,6.1NRT,290.28,43.89,N
-6.61232,-44.57295,348.15,1.1,1.05,2025-08-23,00:09,T,100,6.1NRT,297.59,64.65,N
-15.06911,-47.1567,305.37,2.14,1.42,2025-08-23,00:09,T,64,6.1NRT,289.82,21.44,N
-6.60176,-44.56443,351.6,1.1,1.05,2025-08-23,00:09,T,100,6.1NRT,297.96,72.95,N
-15.2029,-48.23044,325.97,2.61,1.55,2025-08-23,00:09,T,100,6.1NRT,289.72,98.3,N
-6.60306,-44.57418,354.14,1.1,1.05,2025-08-23,00:09,T,100,6.1NRT,298.21,79.73,N
-15.06801,-47.16336,302.21,2.14,1.42,2025-08-23,00:09,T,47,6.1NRT,289.88,17.28,N
-6.59537,-44.57118,331.06,1.1,1.05,2025-08-23,00:09,T,100,6.1NRT,296.95,32.57,N
-15.18917,-48.232,307.79,2.61,1.55,2025-08-23,00:09,T,73,6.1NRT,289.28,35.19,N
-6.58612,-44.57238,328.23,1.1,1.05,2025-08-23,00:09,T,100,6.1NRT,295.84,28.68,N
-14.79528,-45.43169,302.04,1.57,1.23,2025-08-23,00:09,T,37,6.1NRT,291.32,9.53,N
-6.39973,-44.29215,308.34,1.07,1.03,2025-08-23,00:09,T,74,6.1NRT,294.66,8.4,N
-15.26943,-49.85528,303.68,3.51,1.76,2025-08-23,00:09,T,56,6.1NRT,281.61,45.76,N
-6.31677,-43.74679,340.41,1.03,1.01,2025-08-23,00:09,T,100,6.1NRT,297.6,43.25,N
-14.78773,-45.48204,302.56,1.58,1.24,2025-08-23,00:09,T,50,6.1NRT,290.39,10.82,N
-6.31801,-43.7559,327.83,1.03,1.01,2025-08-23,00:09,T,100,6.1NRT,297.35,24.46,N
-15.27424,-49.85996,302.05,3.51,1.76,2025-08-23,00:09,T,46,6.1NRT,282.3,40.3,N
-6.43054,-45.5314,306.82,1.23,1.1,2025-08-23,00:09,T,69,6.1NRT,295.01,8.08,N
-15.07073,-48.49367,309.91,2.73,1.58,2025-08-23,00:09,T,79,6.1NRT,290.36,41.79,N
-6.43202,-45.5423,314.44,1.23,1.1,2025-08-23,00:09,T,89,6.1NRT,294.83,15.63,N
-15.07329,-48.51786,306.23,2.74,1.58,2025-08-23,00:09,T,67,6.1NRT,289.71,30.23,N
-6.77933,-44.9915,304.8,1.16,1.07,2025-08-23,00:09,T,57,6.1NRT,294.47,5.89,N
-14.91826,-47.32503,311.86,2.19,1.44,2025-08-23,00:09,T,84,6.1NRT,292.37,35.02,N
-15.06279,-48.47677,307.2,2.71,1.58,2025-08-23,00:09,T,17,6.1NRT,289.41,31.23,N
-14.91572,-47.31217,309.84,2.19,1.43,2025-08-23,00:09,T,78,6.1NRT,291.9,31.31,N
-14.9179,-47.33096,304.36,2.19,1.44,2025-08-23,00:09,T,60,6.1NRT,292.3,19.41,N
-14.91243,-47.99229,305.82,2.48,1.52,2025-08-23,00:09,T,66,6.1NRT,288.53,28.08,N
-14.96946,-48.66758,304.15,2.8,1.6,2025-08-23,00:09,T,59,6.1NRT,290.61,30.69,N
-14.90381,-47.99803,303.55,2.48,1.52,2025-08-23,00:09,T,26,6.1NRT,288.12,22.25,N
-14.96555,-48.67325,307.62,2.8,1.6,2025-08-23,00:09,T,72,6.1NRT,290.24,40.79,N
-14.81603,-47.93951,309.35,2.45,1.51,2025-08-23,00:09,T,77,6.1NRT,289.13,39.28,N
-14.81841,-47.96162,308,2.46,1.51,2025-08-23,00:09,T,73,6.1NRT,288.01,35.94,N
-14.47929,-46.04628,303.33,1.72,1.29,2025-08-23,00:09,T,55,6.1NRT,292.47,13.04,N
-13.22566,-42.08461,303.98,1.02,1.01,2025-08-23,00:09,T,58,6.1NRT,291.73,6.1,N
-13.18954,-44.04213,311.84,1.21,1.1,2025-08-23,00:09,T,83,6.1NRT,295.27,12.25,N
-13.17984,-44.04337,312.04,1.21,1.1,2025-08-23,00:09,T,84,6.1NRT,294.96,12.6,N
-12.99284,-45.22249,337.54,1.43,1.18,2025-08-23,00:09,T,100,6.1NRT,294.04,67.44,N
-13.4165,-46.24704,315.53,1.72,1.29,2025-08-23,00:09,T,91,6.1NRT,293.83,30.22,N
-13.00494,-45.23402,308.5,1.43,1.18,2025-08-23,00:09,T,75,6.1NRT,292.08,15.63,N
-13.41837,-46.26324,308.08,1.73,1.29,2025-08-23,00:09,T,70,6.1NRT,293.83,16.84,N
-13.0033,-45.22112,319.33,1.43,1.18,2025-08-23,00:09,T,98,6.1NRT,292.95,30.12,N
-13.41827,-46.25277,320.22,1.72,1.29,2025-08-23,00:09,T,100,6.1NRT,294.58,39.29,N
-13.37429,-47.49849,307.55,2.15,1.42,2025-08-23,00:09,T,72,6.1NRT,295.8,21.75,N
-13.4656,-47.04366,308.51,1.98,1.37,2025-08-23,00:09,T,75,6.1NRT,294.34,20.31,N
-11.32765,-44.95449,305.48,1.31,1.13,2025-08-23,00:09,T,64,6.1NRT,292.46,8.76,N
-13.3754,-47.49252,308.26,2.15,1.42,2025-08-23,00:09,T,49,6.1NRT,296.13,20.67,N
-12.31345,-49.9886,303.72,3.26,1.71,2025-08-23,00:09,T,57,6.1NRT,291.1,34.08,N
-13.37773,-47.5135,305.52,2.15,1.43,2025-08-23,00:09,T,28,6.1NRT,294.63,15.02,N
-13.38906,-47.51531,305.09,2.15,1.43,2025-08-23,00:09,T,41,6.1NRT,295,15.57,N
-12.31171,-49.9821,301.63,3.26,1.71,2025-08-23,00:09,T,43,6.1NRT,291.32,26.94,N
-11.97194,-46.77511,332.87,1.8,1.31,2025-08-23,00:09,T,100,6.1NRT,293.65,78.65,N
-10.88235,-44.18204,305.87,1.17,1.07,2025-08-23,00:09,T,66,6.1NRT,292.35,8.52,N
-11.98226,-44.89151,300.77,1.32,1.14,2025-08-23,00:09,T,33,6.1NRT,290.76,6.55,N
-10.88101,-44.17165,302.71,1.16,1.07,2025-08-23,00:09,T,51,6.1NRT,292.61,6.26,N
-12.78888,-48.72209,309.19,2.63,1.56,2025-08-23,00:09,T,77,6.1NRT,294.35,35.78,N
-11.05891,-44.61064,314.24,1.24,1.1,2025-08-23,00:09,T,89,6.1NRT,294.12,16.46,N
-12.78165,-48.71757,307.06,2.63,1.56,2025-08-23,00:09,T,61,6.1NRT,294.29,26.41,N
-11.05748,-44.59956,342.07,1.23,1.1,2025-08-23,00:09,T,100,6.1NRT,296.13,63.94,N
-12.5427,-45.63371,304.98,1.51,1.21,2025-08-23,00:09,T,62,6.1NRT,290.42,13.11,N
-11.05605,-44.58852,308.23,1.23,1.1,2025-08-23,00:09,T,74,6.1NRT,292.81,11.21,N
-12.54105,-45.6202,318.11,1.5,1.21,2025-08-23,00:09,T,96,6.1NRT,291.09,31.05,N
-11.43736,-47.34385,307.05,1.95,1.36,2025-08-23,00:09,T,68,6.1NRT,294.46,16.7,N
-13.53195,-51.50839,300.97,4.47,1.94,2025-08-23,00:09,T,36,6.1NRT,290.87,37.79,N
-11.43529,-47.32708,311.48,1.95,1.36,2025-08-23,00:09,T,83,6.1NRT,293.34,24.88,N
-12.94473,-46.3107,305.19,1.71,1.28,2025-08-23,00:09,T,47,6.1NRT,293.8,12.83,N
-11.44945,-47.34262,305.43,1.95,1.36,2025-08-23,00:09,T,50,6.1NRT,294.01,13.23,N
-12.92794,-46.17384,316.34,1.67,1.27,2025-08-23,00:09,T,93,6.1NRT,292.39,31.86,N
-11.11853,-44.76144,332.04,1.26,1.12,2025-08-23,00:09,T,100,6.1NRT,294.75,42.97,N
-12.96006,-46.24831,303.1,1.69,1.28,2025-08-23,00:09,T,53,6.1NRT,290.92,11.66,N
-11.11705,-44.75023,313.73,1.26,1.12,2025-08-23,00:09,T,81,6.1NRT,292.92,15.58,N
-12.6783,-43.97201,309.38,1.19,1.08,2025-08-23,00:09,T,77,6.1NRT,291.28,11.36,N
-11.12988,-44.77141,321.74,1.26,1.12,2025-08-23,00:09,T,100,6.1NRT,295.19,25,N
-13.5385,-51.54185,303.55,4.5,1.95,2025-08-23,00:09,T,56,6.1NRT,291.32,51.42,N
-11.12838,-44.76007,319.21,1.26,1.12,2025-08-23,00:09,T,98,6.1NRT,296.13,22.03,N
-13.53463,-51.50169,301.33,4.47,1.94,2025-08-23,00:09,T,40,6.1NRT,290.84,39.82,N
-11.44256,-47.33733,326.43,1.95,1.36,2025-08-23,00:09,T,100,6.1NRT,294.24,61.33,N
-13.03809,-46.32499,318.52,1.72,1.29,2025-08-23,00:09,T,97,6.1NRT,295.96,35.75,N
-11.44056,-47.32021,308.01,1.95,1.36,2025-08-23,00:09,T,73,6.1NRT,293.19,17.66,N
-12.99447,-45.23539,340.16,1.43,1.18,2025-08-23,00:09,T,100,6.1NRT,294.79,75.11,N
-11.1321,-44.77636,310.59,1.27,1.12,2025-08-23,00:09,T,66,6.1NRT,293.74,12.78,N
-11.13066,-44.76498,321.57,1.26,1.12,2025-08-23,00:09,T,100,6.1NRT,295.6,25.57,N
-10.65214,-50.14086,303.33,3.18,1.69,2025-08-23,00:09,T,55,6.1NRT,292.78,24.49,N
-9.64196,-44.6076,313.29,1.19,1.09,2025-08-23,00:09,T,87,6.1NRT,295.68,13.04,N
-9.63871,-44.61439,307.68,1.19,1.09,2025-08-23,00:09,T,72,6.1NRT,295.76,8.23,N
-9.87491,-47.81049,305.34,2.01,1.38,2025-08-23,00:09,T,64,6.1NRT,294.08,14.47,N
-9.45026,-47.64032,306.26,1.92,1.35,2025-08-23,00:09,T,62,6.1NRT,294.55,14.8,N
-3.54259,-41.62155,316.37,1.08,1.04,2025-08-23,00:11,T,92,6.1NRT,295.15,13.9,N
-2.25494,-47.8561,304.89,1.55,1.23,2025-08-23,00:11,T,39,6.1NRT,290.83,10.37,N
-2.25793,-47.85,308.02,1.55,1.23,2025-08-23,00:11,T,36,6.1NRT,291.66,13.19,N
-2.62513,-46.84954,306.79,1.33,1.14,2025-08-23,00:11,T,69,6.1NRT,293.56,8.71,N
-3.04779,-47.02145,312.39,1.39,1.17,2025-08-23,00:11,T,84,6.1NRT,292.19,15.93,N
-3.04614,-47.00951,304.98,1.38,1.16,2025-08-23,00:11,T,60,6.1NRT,293.49,7.83,N
-3.43128,-49.04731,328.55,2,1.38,2025-08-23,00:11,T,100,6.1NRT,294.56,70.27,N
-3.44341,-49.04567,339.25,2,1.38,2025-08-23,00:11,T,100,6.1NRT,295.04,112.3,N
-3.44099,-49.02827,307.81,1.99,1.38,2025-08-23,00:11,T,73,6.1NRT,294.14,17.54,N
-3.43783,-49.05799,325.18,2,1.38,2025-08-23,00:11,T,100,6.1NRT,294.07,60.42,N
-3.43554,-49.04049,359.05,2,1.38,2025-08-23,00:11,T,100,6.1NRT,295.7,226.89,N
-3.51171,-47.20621,313.71,1.45,1.19,2025-08-23,00:11,T,87,6.1NRT,295.09,18.53,N
-3.52218,-47.20472,307.06,1.45,1.19,2025-08-23,00:11,T,69,6.1NRT,294.92,10.57,N
-3.58678,-47.32038,304.66,1.48,1.2,2025-08-23,00:11,T,60,6.1NRT,294.63,8.33,N
-4.12767,-48.11488,310.19,1.73,1.29,2025-08-23,00:11,T,79,6.1NRT,294.33,18.11,N
-4.31004,-48.09889,328.86,1.74,1.29,2025-08-23,00:11,T,100,6.1NRT,295.6,58.28,N
-4.31013,-48.10876,310.02,1.74,1.29,2025-08-23,00:11,T,79,6.1NRT,294.74,17.54,N
-4.30815,-48.0935,324.04,1.74,1.29,2025-08-23,00:11,T,100,6.1NRT,295.39,45.28,N
-4.22661,-47.21716,315.78,1.49,1.2,2025-08-23,00:11,T,92,6.1NRT,294.74,22.34,N
-4.22488,-47.20415,306.03,1.48,1.2,2025-08-23,00:11,T,66,6.1NRT,294.8,9.75,N
-4.14521,-46.45602,306.91,1.31,1.14,2025-08-23,00:11,T,68,6.1NRT,294.97,8.78,N
-6.39014,-45.52561,306.03,1.23,1.1,2025-08-23,00:11,T,52,6.1NRT,295.31,7.07,N
-6.38328,-45.54865,313.05,1.23,1.1,2025-08-23,00:11,T,78,6.1NRT,296.32,12.72,N
-6.60799,-47.99114,302.32,1.85,1.33,2025-08-23,00:11,T,35,6.1NRT,290.17,10.05,N
-6.04739,-44.00434,312.84,1.04,1.02,2025-08-23,00:11,T,86,6.1NRT,296.93,9.88,N
-6.18423,-45.43475,339.33,1.21,1.09,2025-08-23,00:11,T,100,6.1NRT,297.61,53.43,N
-6.18565,-45.44545,307.7,1.21,1.09,2025-08-23,00:11,T,72,6.1NRT,296.58,7.85,N
-5.95509,-44.13616,308.26,1.05,1.02,2025-08-23,00:11,T,74,6.1NRT,295.86,6.44,N
-5.94605,-44.13742,325.85,1.05,1.02,2025-08-23,00:11,T,100,6.1NRT,296.33,23.38,N
-5.94734,-44.14681,308,1.05,1.02,2025-08-23,00:11,T,68,6.1NRT,293.48,6.61,N
-6.23542,-47.31569,324.16,1.62,1.25,2025-08-23,00:11,T,100,6.1NRT,293.48,43.82,N
-6.2325,-47.30742,309.02,1.62,1.25,2025-08-23,00:11,T,59,6.1NRT,293.48,17.44,N
-6.23443,-47.32161,317.04,1.62,1.25,2025-08-23,00:11,T,92,6.1NRT,291,30.56,N
-4.98111,-38.60458,317.27,1.57,1.24,2025-08-23,00:11,T,94,6.1NRT,294.8,26.55,N
-5.48856,-42.15836,328.48,1.02,1.01,2025-08-23,00:11,T,100,6.1NRT,296.29,25.93,N
-5.48981,-42.16731,306.77,1.02,1.01,2025-08-23,00:11,T,47,6.1NRT,295.99,5.18,N
-5.64136,-44.19841,311.27,1.05,1.02,2025-08-23,00:11,T,82,6.1NRT,294.69,9.22,N
-5.59488,-44.53562,308.93,1.08,1.04,2025-08-23,00:11,T,76,6.1NRT,295.47,8.27,N
