latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
66.44239,-159.2764,335.55,0.4,0.6,2026-05-24,00:18,N21,nominal,2.0NRT,288.46,5.37,D
53.54843,49.46769,297.78,0.72,0.75,2026-05-24,00:33,N21,nominal,2.0NRT,283.81,2.82,N
53.90992,49.73306,308.61,0.71,0.75,2026-05-24,00:33,N21,nominal,2.0NRT,284.8,2.72,N
53.91325,49.73058,304.21,0.71,0.75,2026-05-24,00:33,N21,nominal,2.0NRT,284.6,3.05,N
57.55075,39.75528,301.53,0.48,0.48,2026-05-24,00:33,N21,nominal,2.0NRT,283.74,1.42,N
60.03653,29.99376,318.25,0.39,0.36,2026-05-24,00:33,N21,nominal,2.0NRT,268.22,2.17,N
59.91374,32.35879,301.72,0.41,0.37,2026-05-24,00:33,N21,nominal,2.0NRT,283.84,0.81,N
59.13202,37.79744,320.52,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,283.71,3.12,N
59.13488,37.82194,297.49,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,283.09,1.49,N
59.12925,37.78955,336.55,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,284.96,21.71,N
59.13284,37.79287,341.48,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,283.95,21.71,N
59.12986,37.82292,297.53,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,283.28,1.03,N
54.55108,39.73392,300.99,0.6,0.53,2026-05-24,00:33,N21,nominal,2.0NRT,281.7,1.18,N
54.60418,39.64539,307.43,0.6,0.53,2026-05-24,00:33,N21,nominal,2.0NRT,281.93,1.92,N
54.60182,39.64949,315.77,0.6,0.53,2026-05-24,00:33,N21,nominal,2.0NRT,282.23,3.05,N
58.67014,17.13358,303.72,0.42,0.45,2026-05-24,00:33,N21,nominal,2.0NRT,284.98,1.02,N
58.67431,17.13465,297.36,0.42,0.45,2026-05-24,00:33,N21,nominal,2.0NRT,285.07,1.02,N
58.67953,17.12114,306.55,0.42,0.45,2026-05-24,00:33,N21,nominal,2.0NRT,284.26,1.19,N
58.68317,17.12954,302.75,0.42,0.45,2026-05-24,00:33,N21,nominal,2.0NRT,285.3,1.86,N
55.05979,38.83997,299.03,0.54,0.51,2026-05-24,00:33,N21,nominal,2.0NRT,282.87,1.22,N
55.06189,38.83239,297.42,0.54,0.51,2026-05-24,00:33,N21,nominal,2.0NRT,283.16,1.22,N
55.05906,38.83868,300.51,0.54,0.51,2026-05-24,00:33,N21,nominal,2.0NRT,283,0.99,N
55.0612,38.83114,296.25,0.54,0.51,2026-05-24,00:33,N21,nominal,2.0NRT,283.37,0.72,N
55.25701,38.74307,295.8,0.53,0.5,2026-05-24,00:33,N21,nominal,2.0NRT,283.25,1.02,N
55.55379,37.76437,297.28,0.48,0.48,2026-05-24,00:33,N21,nominal,2.0NRT,285.02,1.11,N
55.53201,38.13863,303.41,0.49,0.49,2026-05-24,00:33,N21,nominal,2.0NRT,281.29,0.91,N
53.68749,44.78853,298.6,0.49,0.65,2026-05-24,00:33,N21,nominal,2.0NRT,282.92,0.95,N
57.27164,34.21977,311.82,0.5,0.41,2026-05-24,00:33,N21,nominal,2.0NRT,279.03,1.94,N
58.5621,29.95636,307.89,0.39,0.36,2026-05-24,00:33,N21,nominal,2.0NRT,280.57,0.57,N
60.4891,15.44858,300.66,0.5,0.49,2026-05-24,00:33,N21,nominal,2.0NRT,280.98,1.83,N
59.13564,37.81731,297.06,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,282.61,1.03,N
59.14141,37.81174,296.47,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,282.11,0.73,N
59.1385,37.84156,301.33,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,285.34,1.65,N
59.14207,37.84493,295.74,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,283.77,1.38,N
59.14565,37.84831,302.71,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,284.5,1.38,N
59.14487,37.86946,295.76,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,283.84,5.38,N
59.14924,37.85165,301.7,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,283.75,5.42,N
59.14846,37.87281,320.49,0.56,0.43,2026-05-24,00:33,N21,nominal,2.0NRT,286.33,5.38,N
53.54469,49.47667,300.97,0.72,0.76,2026-05-24,00:33,N21,nominal,2.0NRT,282.2,2.06,N
