latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
64.01273,-146.2771,307.8,1.04,1.02,2026-05-10,00:07,A,56,6.1NRT,281.1,9.66,D
63.98755,-146.25453,308.79,1.04,1.02,2026-05-10,00:07,A,25,6.1NRT,280.16,9.44,D
56.71616,61.5298,300.2,1.12,1.05,2026-05-10,00:24,A,21,6.1NRT,270.72,11.22,D
51.60409,52.9358,333.37,1.05,1.02,2026-05-10,00:24,A,100,6.1NRT,273.69,41.67,N
53.45875,59.03831,315.28,1.09,1.04,2026-05-10,00:24,A,91,6.1NRT,275.83,21.59,D
35.68526,43.86975,322.97,1.6,1.25,2026-05-10,00:28,A,100,6.1NRT,283.9,47.2,N
35.96776,43.76728,305.04,1.64,1.26,2026-05-10,00:28,A,63,6.1NRT,287.76,16.83,N
35.96798,43.77389,302.32,1.64,1.26,2026-05-10,00:28,A,48,6.1NRT,287.54,14.57,N
35.63333,44.01143,306.73,1.57,1.23,2026-05-10,00:28,A,69,6.1NRT,285.87,19.23,N
35.2526,44.43615,308.54,1.46,1.19,2026-05-10,00:28,A,75,6.1NRT,287.93,16.95,N
35.24867,44.44127,303.35,1.46,1.19,2026-05-10,00:28,A,55,6.1NRT,287.63,11.3,N
35.53256,44.34616,306.55,1.49,1.21,2026-05-10,00:28,A,68,6.1NRT,286.28,16.16,N
35.6835,43.88695,335.78,1.6,1.25,2026-05-10,00:28,A,100,6.1NRT,285.72,79.29,N
30.72188,49.82761,319.63,1.07,1.03,2026-05-10,00:30,A,99,6.1NRT,291.93,19.94,N
30.72366,49.81692,300.31,1.07,1.03,2026-05-10,00:30,A,24,6.1NRT,289.53,4.83,N
31.00692,48.1511,316.9,1,1,2026-05-10,00:30,A,94,6.1NRT,291.37,16.05,N
31.00845,48.14102,352.12,1,1,2026-05-10,00:30,A,100,6.1NRT,294.46,68.19,N
31.08549,47.62558,301.99,1,1,2026-05-10,00:30,A,46,6.1NRT,288.96,6.18,N
30.92338,48.86565,311.28,1.02,1.01,2026-05-10,00:30,A,82,6.1NRT,289.08,12.51,N
31.08762,47.79282,328.4,1,1,2026-05-10,00:30,A,100,6.1NRT,290.84,28.04,N
31.09633,47.79454,324.29,1,1,2026-05-10,00:30,A,100,6.1NRT,291.17,23.4,N
31.35542,45.96516,302.9,1.1,1.05,2026-05-10,00:30,A,52,6.1NRT,289.9,7.23,N
30.8963,49.61733,312.64,1.05,1.03,2026-05-10,00:30,A,85,6.1NRT,291.94,13.68,N
31.23737,47.97051,317.88,1,1,2026-05-10,00:30,A,96,6.1NRT,289.73,17.39,N
31.04312,49.3944,304.05,1.04,1.02,2026-05-10,00:30,A,58,6.1NRT,288.29,7.67,N
31.29938,47.79506,305.15,1,1,2026-05-10,00:30,A,63,6.1NRT,289.63,7.45,N
31.27096,48.12879,301.7,1,1,2026-05-10,00:30,A,43,6.1NRT,289.1,5.71,N
31.27249,48.11868,356.62,1,1,2026-05-10,00:30,A,100,6.1NRT,293.54,79.19,N
31.25794,48.44958,304.23,1,1,2026-05-10,00:30,A,59,6.1NRT,287.6,7.66,N
31.12998,49.32172,322.48,1.03,1.02,2026-05-10,00:30,A,100,6.1NRT,290.51,22.77,N
31.13878,49.32361,313.29,1.03,1.02,2026-05-10,00:30,A,87,6.1NRT,288.77,14.13,N
31.20654,48.95388,303.6,1.02,1.01,2026-05-10,00:30,A,56,6.1NRT,289.67,6.64,N
31.21529,48.95573,321.71,1.02,1.01,2026-05-10,00:30,A,100,6.1NRT,291.25,21,N
31.43245,47.84433,304.17,1,1,2026-05-10,00:30,A,59,6.1NRT,288.91,6.76,N
31.43395,47.83417,310.22,1,1,2026-05-10,00:30,A,79,6.1NRT,289.7,10.25,N
31.30938,48.77097,305.84,1.01,1,2026-05-10,00:30,A,66,6.1NRT,291.58,7.19,N
31.25515,49.1729,300.09,1.02,1.01,2026-05-10,00:30,A,16,6.1NRT,287.11,5.66,N
31.30185,49.1246,315.94,1.02,1.01,2026-05-10,00:30,A,92,6.1NRT,289.21,16.5,N
31.30349,49.1143,304.71,1.02,1.01,2026-05-10,00:30,A,61,6.1NRT,289.18,8.17,N
31.44999,48.22968,300.21,1,1,2026-05-10,00:30,A,17,6.1NRT,286.21,5.06,N
31.46022,48.22131,332.23,1,1,2026-05-10,00:30,A,100,6.1NRT,288.62,33.65,N
32.49442,47.21016,304.93,1.03,1.02,2026-05-10,00:30,A,62,6.1NRT,290.37,8.03,N
32.99499,46.18557,300.12,1.12,1.05,2026-05-10,00:30,A,17,6.1NRT,288.8,6.43,N
33.22596,44.77394,308.85,1.31,1.14,2026-05-10,00:30,A,76,6.1NRT,288.37,15.9,N
34.9008,43.81408,323.89,1.58,1.24,2026-05-10,00:30,A,100,6.1NRT,289.65,45.34,N
31.46175,48.21118,304.89,1,1,2026-05-10,00:30,A,62,6.1NRT,287.38,7.8,N
34.90258,43.79731,307.56,1.58,1.24,2026-05-10,00:30,A,72,6.1NRT,287.8,18.38,N
31.41235,48.65105,300.47,1.01,1,2026-05-10,00:30,A,28,6.1NRT,288.84,4.92,N
31.32096,49.28906,303.54,1.03,1.01,2026-05-10,00:30,A,56,6.1NRT,289.47,7.48,N
31.32262,49.27867,301.42,1.03,1.01,2026-05-10,00:30,A,41,6.1NRT,287.63,6.23,N
31.66451,47.52425,303.71,1.01,1,2026-05-10,00:30,A,57,6.1NRT,290.52,6.6,N
32.36099,47.70063,310.15,1.01,1.01,2026-05-10,00:30,A,79,6.1NRT,292,10.85,N
30.39033,49.86436,312.3,1.09,1.04,2026-05-10,00:30,A,85,6.1NRT,292.98,12.86,N
30.75327,48.2886,345.64,1,1,2026-05-10,00:30,A,100,6.1NRT,294.53,54.69,N
30.75481,48.27852,357.2,1,1,2026-05-10,00:30,A,100,6.1NRT,293.7,80.23,N
30.40055,50.62061,303.2,1.16,1.07,2026-05-10,00:30,A,54,6.1NRT,289.07,7.73,N
30.86497,47.92337,322.85,1,1,2026-05-10,00:30,A,100,6.1NRT,291.53,22.06,N
30.57673,49.91813,303.56,1.09,1.04,2026-05-10,00:30,A,56,6.1NRT,288.18,7.52,N
30.71332,49.54351,303.92,1.05,1.02,2026-05-10,00:30,A,58,6.1NRT,287.96,8.1,N
49.26143,130.3992,315.7,1.2,1.09,2026-05-10,00:33,T,71,6.1NRT,300.63,10.11,D
48.66109,134.94238,306.1,1.01,1,2026-05-10,00:33,T,60,6.1NRT,283.18,5.89,D
48.65911,134.95557,311.39,1.01,1,2026-05-10,00:33,T,71,6.1NRT,283.39,9.15,D
49.64391,125.09853,312.07,2.15,1.42,2026-05-10,00:33,T,53,6.1NRT,297.11,16.32,D
49.64216,125.12763,314.14,2.14,1.42,2026-05-10,00:33,T,60,6.1NRT,297.29,21.59,D
