latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
1.48956,127.63503,307.08,1.37,1.16,2025-11-20,00:24,T,53,6.1NRT,283.97,7.04,D
0.4859,127.99848,308.86,1.26,1.11,2025-11-20,00:24,T,44,6.1NRT,283.51,7.8,D
0.48746,127.98745,314.31,1.26,1.11,2025-11-20,00:24,T,0,6.1NRT,284.77,13.26,D
-14.47894,135.37605,319.01,2.73,1.58,2025-11-20,00:28,T,66,6.1NRT,294.42,32.34,D
-15.41085,132.51845,327.35,1.68,1.28,2025-11-20,00:28,T,76,6.1NRT,307.11,22.79,D
-14.48692,135.39322,327.58,2.74,1.58,2025-11-20,00:28,T,79,6.1NRT,294.81,70.85,D
-14.4817,135.40059,320.09,2.74,1.58,2025-11-20,00:28,T,69,6.1NRT,293.91,38.9,D
-15.41271,132.53377,333,1.69,1.28,2025-11-20,00:28,T,83,6.1NRT,306.84,39.32,D
-19.25981,128.02071,334.15,1.04,1.02,2025-11-20,00:30,T,81,6.1NRT,307.59,19.98,D
-19.25848,128.01102,331.33,1.04,1.02,2025-11-20,00:30,T,77,6.1NRT,309.11,15.9,D
-19.21478,128.02733,327.36,1.04,1.02,2025-11-20,00:30,T,71,6.1NRT,309.22,10.83,D
-23.86177,122.36722,331.64,1.26,1.12,2025-11-20,00:32,T,61,6.1NRT,316.22,12.59,D
-23.87159,122.36535,331.01,1.26,1.12,2025-11-20,00:32,T,36,6.1NRT,317.35,10.18,D
-22.73989,121.99274,331.87,1.38,1.16,2025-11-20,00:32,T,67,6.1NRT,315.55,18.43,D
-22.71271,121.95734,333.6,1.39,1.17,2025-11-20,00:32,T,75,6.1NRT,314.07,23.42,D
-22.35954,131.77698,327.68,1.86,1.33,2025-11-20,00:32,T,55,6.1NRT,311.4,25.05,D
-22.35765,131.75941,343.51,1.86,1.33,2025-11-20,00:32,T,89,6.1NRT,312.14,83.14,D
-22.34772,131.77837,325.92,1.86,1.33,2025-11-20,00:32,T,62,6.1NRT,311.68,21.56,D
-23.86374,122.37927,330.92,1.26,1.12,2025-11-20,00:32,T,51,6.1NRT,315.07,11.61,D
-23.8396,122.16957,340.51,1.3,1.13,2025-11-20,00:32,T,84,6.1NRT,316.75,35.31,D
-22.34585,131.76076,331.82,1.86,1.33,2025-11-20,00:32,T,75,6.1NRT,312.82,39.41,D
-24.76023,123.01565,331.28,1.14,1.06,2025-11-20,00:32,T,70,6.1NRT,316.13,12.63,D
-24.74327,123.03014,348.88,1.14,1.06,2025-11-20,00:32,T,92,6.1NRT,316.82,48.15,D
-24.65579,122.88166,331.42,1.16,1.07,2025-11-20,00:32,T,70,6.1NRT,315.55,13.26,D
56.96074,45.53249,307.64,1.07,1.03,2025-11-20,01:02,A,72,6.1NRT,268.22,15.65,N
-28.17147,-62.95793,316.73,2.41,1.5,2025-11-20,01:06,T,81,6.1NRT,284.13,45.39,N
-30.61095,-66.62867,307.04,4.64,1.97,2025-11-20,01:06,T,59,6.1NRT,295.17,41.79,N
-28.16882,-62.9759,312.99,2.42,1.5,2025-11-20,01:06,T,71,6.1NRT,286.38,38.07,N
-29.75323,-62.91083,308.51,2.5,1.52,2025-11-20,01:06,T,75,6.1NRT,293,28.86,N
-29.73962,-62.91222,327.18,2.5,1.52,2025-11-20,01:06,T,100,6.1NRT,293.66,92.87,N
