latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-13.42672,-43.85405,309.36,1.84,1.33,2026-01-03,00:28,T,77,6.1NRT,285.64,19.92,N
-11.84605,-43.72999,301.96,2.01,1.38,2026-01-03,00:30,T,46,6.1NRT,281.2,12.11,N
-11.85435,-43.73429,305.17,2.01,1.38,2026-01-03,00:30,T,63,6.1NRT,281.44,17.21,N
-5.78532,-47.80148,300.96,1.28,1.12,2026-01-03,00:32,T,36,6.1NRT,283.95,5.3,N
-5.98286,-44.58679,301.33,2.2,1.44,2026-01-03,00:32,T,40,6.1NRT,283.04,12.52,N
-5.98235,-44.59328,303.55,2.2,1.44,2026-01-03,00:32,T,56,6.1NRT,283.03,17.51,N
-4.34133,-48.59378,303.9,1.2,1.09,2026-01-03,00:32,T,46,6.1NRT,285.71,7.08,N
-4.35238,-48.60283,302.19,1.2,1.09,2026-01-03,00:32,T,30,6.1NRT,286.4,5.18,N
-4.35089,-48.59223,303.41,1.2,1.09,2026-01-03,00:32,T,42,6.1NRT,286.14,6.63,N
-4.24584,-46.7873,303.82,1.59,1.24,2026-01-03,00:32,T,57,6.1NRT,289.05,8.81,N
-4.319,-45.06009,300.98,2.16,1.43,2026-01-03,00:32,T,36,6.1NRT,287.13,9.53,N
-4.17247,-43.62156,301.57,2.84,1.61,2026-01-03,00:32,T,26,6.1NRT,285.16,21.41,N
-4.18047,-43.63913,300.44,2.83,1.61,2026-01-03,00:32,T,12,6.1NRT,285.25,15.55,N
-5.08818,-49.51194,302.17,1.07,1.03,2026-01-03,00:32,T,47,6.1NRT,285.94,4.12,N
-4.75484,-46.71741,300.76,1.58,1.24,2026-01-03,00:32,T,33,6.1NRT,287.5,5.95,N
-5.23151,-49.08937,306.83,1.11,1.05,2026-01-03,00:32,T,69,6.1NRT,285.93,7.74,N
-5.03808,-43.6073,305.34,2.75,1.59,2026-01-03,00:32,T,47,6.1NRT,281.13,34.86,N
-5.04304,-43.60098,306.65,2.75,1.59,2026-01-03,00:32,T,68,6.1NRT,281.94,42.39,N
-5.32693,-43.56247,316.72,2.74,1.58,2026-01-03,00:32,T,94,6.1NRT,286.59,62,N
-0.80366,-48.77032,307.56,1.3,1.13,2026-01-03,00:32,T,56,6.1NRT,293.68,8.22,N
-0.80212,-48.75897,309.49,1.3,1.13,2026-01-03,00:32,T,75,6.1NRT,293.75,10.37,N
-0.80361,-48.7644,311.72,1.3,1.13,2026-01-03,00:32,T,44,6.1NRT,293.79,11.48,N
-0.82669,-48.78425,306.41,1.29,1.13,2026-01-03,00:32,T,64,6.1NRT,293.54,7.36,N
-0.83661,-48.78284,311.86,1.29,1.13,2026-01-03,00:32,T,82,6.1NRT,293.85,12.77,N
-1.68732,-54.04639,330.97,1.15,1.07,2026-01-03,00:32,T,100,6.1NRT,294.48,34.84,N
-1.68594,-54.03636,305.54,1.15,1.07,2026-01-03,00:32,T,65,6.1NRT,293.35,5.57,N
-1.85125,-54.35362,314.1,1.2,1.09,2026-01-03,00:32,T,87,6.1NRT,292.54,14.7,N
-1.85593,-54.35737,308.47,1.21,1.09,2026-01-03,00:32,T,75,6.1NRT,292.76,9.43,N
-1.85452,-54.34685,302.46,1.2,1.09,2026-01-03,00:32,T,43,6.1NRT,289.98,4.23,N
-0.96892,-46.86961,307.71,1.77,1.3,2026-01-03,00:32,T,71,6.1NRT,291.78,14.8,N
-2.0759,-54.26143,303.9,1.2,1.09,2026-01-03,00:32,T,51,6.1NRT,293.48,4.73,N
-2.39219,-56.05931,304.78,1.6,1.24,2026-01-03,00:32,T,60,6.1NRT,292.86,9.23,N
-1.32707,-47.76821,313.13,1.49,1.21,2026-01-03,00:32,T,86,6.1NRT,292.02,19.09,N
-2.13937,-48.00207,310.43,1.4,1.17,2026-01-03,00:32,T,80,6.1NRT,291.53,13.61,N
-3.16546,-54.97567,303.27,1.37,1.16,2026-01-03,00:32,T,54,6.1NRT,291.59,6.11,N
-2.42505,-49.31791,319.28,1.15,1.07,2026-01-03,00:32,T,98,6.1NRT,289.87,19.17,N
-2.9395,-51.76598,303.06,1,1,2026-01-03,00:32,T,53,6.1NRT,291.91,3.42,N
-2.39145,-47.60158,307.83,1.48,1.2,2026-01-03,00:32,T,58,6.1NRT,285.2,10.76,N
-2.38775,-47.60896,307.13,1.48,1.2,2026-01-03,00:32,T,65,6.1NRT,284.3,9.61,N
-2.4733,-48.05353,311.1,1.37,1.16,2026-01-03,00:32,T,82,6.1NRT,291.12,13.39,N
