latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
66.41888,58.04465,323.05,0.52,0.5,2026-04-08,00:22,N,nominal,2.0NRT,257.92,1.82,N
68.6163,57.96288,333.82,0.41,0.45,2026-04-08,00:22,N,nominal,2.0NRT,258.75,3.8,N
68.61387,57.9705,325.07,0.42,0.45,2026-04-08,00:22,N,nominal,2.0NRT,257.22,3.8,N
66.31108,14.17415,295.67,0.37,0.58,2026-04-08,00:24,N,nominal,2.0NRT,272.45,0.7,N
63.71635,39.65791,310.87,0.41,0.37,2026-04-08,00:24,N,nominal,2.0NRT,264.39,1.37,N
65.76425,24.18168,333.47,0.39,0.44,2026-04-08,00:24,N,nominal,2.0NRT,274.39,5.72,N
58.39129,58.33102,304.76,0.63,0.72,2026-04-08,00:24,N,nominal,2.0NRT,270.44,2.99,N
65.76646,24.1811,315.21,0.39,0.44,2026-04-08,00:24,N,nominal,2.0NRT,273.66,2.5,N
65.76985,24.19163,347.9,0.39,0.44,2026-04-08,00:24,N,nominal,2.0NRT,273.06,5.69,N
65.76762,24.19218,337.82,0.39,0.44,2026-04-08,00:24,N,nominal,2.0NRT,274.6,5.82,N
65.76582,24.18978,315.71,0.39,0.44,2026-04-08,00:24,N,nominal,2.0NRT,274.07,2.5,N
58.67586,17.13216,298.84,0.54,0.51,2026-04-08,00:26,N,nominal,2.0NRT,273.78,1.57,N
63.31746,9.13948,304.45,0.52,0.67,2026-04-08,00:26,N,nominal,2.0NRT,275.09,1.29,N
59.38643,28.46187,310.45,0.4,0.37,2026-04-08,00:26,N,nominal,2.0NRT,273.62,1.59,N
58.59485,29.58291,322.06,0.39,0.36,2026-04-08,00:26,N,nominal,2.0NRT,271.64,1.57,N
62.79684,43.06997,326.88,0.5,0.41,2026-04-08,00:26,N,nominal,2.0NRT,259.39,4.74,N
58.67531,17.1334,295.15,0.54,0.51,2026-04-08,00:26,N,nominal,2.0NRT,273.71,1.51,N
61.84454,33.24035,319.06,0.38,0.36,2026-04-08,00:26,N,nominal,2.0NRT,264.89,1.98,N
64.66534,21.27974,328.9,0.46,0.47,2026-04-08,00:26,N,nominal,2.0NRT,275.11,4.2,N
64.6452,24.42488,298.35,0.56,0.43,2026-04-08,00:26,N,nominal,2.0NRT,271.58,1.36,N
53.13918,8.67565,309.75,0.54,0.68,2026-04-08,00:28,N,nominal,2.0NRT,278.52,2.09,N
53.13283,8.67561,308.6,0.54,0.68,2026-04-08,00:28,N,nominal,2.0NRT,278.26,2.09,N
53.1329,8.68408,296.05,0.54,0.68,2026-04-08,00:28,N,nominal,2.0NRT,276.69,1.48,N
53.13295,8.69245,295.72,0.54,0.68,2026-04-08,00:28,N,nominal,2.0NRT,275.58,1.48,N
53.13792,8.68078,302.4,0.54,0.68,2026-04-08,00:28,N,nominal,2.0NRT,277.93,1.19,N
53.13157,8.68077,311.13,0.54,0.68,2026-04-08,00:28,N,nominal,2.0NRT,277.38,1.19,N
53.1316,8.68923,303.14,0.54,0.68,2026-04-08,00:28,N,nominal,2.0NRT,275.71,1.19,N
52.49395,4.61127,298.18,0.79,0.78,2026-04-08,00:28,N,nominal,2.0NRT,279.12,0.92,N
52.48613,4.59976,296.54,0.79,0.78,2026-04-08,00:28,N,nominal,2.0NRT,279.33,2.31,N
52.48758,4.5966,297.92,0.79,0.78,2026-04-08,00:28,N,nominal,2.0NRT,279.07,2.52,N
52.31745,10.25126,299.24,0.46,0.64,2026-04-08,00:28,N,nominal,2.0NRT,273.42,1.14,N
52.31537,10.24687,301.9,0.46,0.64,2026-04-08,00:28,N,nominal,2.0NRT,274.65,1.22,N
52.16183,10.41487,323.23,0.45,0.63,2026-04-08,00:28,N,nominal,2.0NRT,278.05,3.1,N
52.1561,10.40096,327.81,0.45,0.63,2026-04-08,00:28,N,nominal,2.0NRT,278.32,5.54,N
52.15601,10.40781,308.58,0.45,0.63,2026-04-08,00:28,N,nominal,2.0NRT,275.32,3.1,N
52.15018,10.40076,337.37,0.45,0.63,2026-04-08,00:28,N,nominal,2.0NRT,275.39,4.87,N
47.83467,38.47871,295.51,0.33,0.55,2026-04-08,00:28,N,nominal,2.0NRT,271.56,1.08,N
51.59618,8.33314,298.53,0.55,0.68,2026-04-08,00:28,N,nominal,2.0NRT,277.04,1.17,N
48.52328,34.65566,306.28,0.43,0.46,2026-04-08,00:28,N,nominal,2.0NRT,274.73,0.97,N
48.52071,34.62869,296.46,0.43,0.46,2026-04-08,00:28,N,nominal,2.0NRT,275.13,1.16,N
51.4944,6.73536,302.41,0.64,0.72,2026-04-08,00:28,N,nominal,2.0NRT,280.74,1.87,N
51.48703,6.70636,317.79,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,281.98,3.06,N
51.4802,6.70653,295.82,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,278.6,1.64,N
51.48038,6.71622,304.67,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,279.22,1.57,N
51.49437,6.73733,301.33,0.64,0.72,2026-04-08,00:28,N,nominal,2.0NRT,280.52,2.93,N
51.48713,6.70837,315.25,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,282.32,2.4,N
51.48046,6.71822,304.32,0.64,0.72,2026-04-08,00:28,N,nominal,2.0NRT,279.24,2.4,N
51.4603,6.73843,298.63,0.64,0.72,2026-04-08,00:28,N,nominal,2.0NRT,278.69,1.08,N
51.18264,16.11208,305.58,0.51,0.49,2026-04-08,00:28,N,nominal,2.0NRT,274.09,1.47,N
51.37097,6.70209,301.2,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,281.32,1.73,N
51.37116,6.71192,296.6,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,280.98,1.45,N
51.36434,6.71217,302.94,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,278.99,2.6,N
51.36415,6.70242,321.29,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,280.88,4.3,N
51.37051,6.70701,308.63,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,281.83,2.74,N
51.36369,6.70733,320.76,0.65,0.73,2026-04-08,00:28,N,nominal,2.0NRT,280.7,2.74,N
51.26964,11.65795,301.58,0.4,0.6,2026-04-08,00:28,N,nominal,2.0NRT,275.85,1.22,N
